phone_num,product,price
bda2ac012cfed02ef742fca24ca56c5c0453cfc6ed6dea6d8b09a67fa314d309,french_elec,0.01
8746ca6ce6b755d56a2c910202014037359238b2235bbec6d1de4503dc165ccb,gas,0.05
1df3e9b518391e8061155aff0eadc2cc9f3c1ade265b6ee1553db3f31b680d87,gas,0.05
1df3e9b518391e8061155aff0eadc2cc9f3c1ade265b6ee1553db3f31b680d87,elec,0.15
1df3e9b518391e8061155aff0eadc2cc9f3c1ade265b6ee1553db3f31b680d87,french_elec,0.01
1e48e69178851b1d2a27a823c12f196efd19a17fadb9f5eaf0e0e4f016b16c3a,elec,0.15
26c4243237187b375e753914b8539c48ae2b304cb5c0edb0a3edbcaf503962b6,gas,0.05
26c4243237187b375e753914b8539c48ae2b304cb5c0edb0a3edbcaf503962b6,elec,0.15
8710f860b38fdec517fdec7980a4b5415f49d49c86f9a2a79ae14b03b088f25f,elec,0.15
8710f860b38fdec517fdec7980a4b5415f49d49c86f9a2a79ae14b03b088f25f,french_elec,0.01
65174ebde964bea15e9b5bde156aacfaec3dcb1913cf764730f45aba862230a4,elec,0.15
4ac1b7b9738c5494f6b9c4b38e9ad805962c483021e6de07511f899f0fefad13,gas,0.05
4ac1b7b9738c5494f6b9c4b38e9ad805962c483021e6de07511f899f0fefad13,elec,0.15
060542c63ef27c1d7b7383091347b2f2a32ab32f8f6f688f428f46242029c317,gas,0.05
060542c63ef27c1d7b7383091347b2f2a32ab32f8f6f688f428f46242029c317,elec,0.15
c59ddc0d682532ebfaa2c62cc6f2310351277e8c4382a97249b28bda4af1640d,elec,0.15
5a7d524580380cc5a4b5134d0bde56353e1a34cb943065acf22deff90b11cbf5,gas,0.05
5a7d524580380cc5a4b5134d0bde56353e1a34cb943065acf22deff90b11cbf5,elec,0.15
2f4f7953f0ffc2ac844fe4be4d769c882683f4b981cc486a60fc15acb1c5ddb9,gas,0.05
2f4f7953f0ffc2ac844fe4be4d769c882683f4b981cc486a60fc15acb1c5ddb9,elec,0.15
2f4f7953f0ffc2ac844fe4be4d769c882683f4b981cc486a60fc15acb1c5ddb9,french_elec,0.01
39bad365f6092fc0784e29e5ac7aaf9ebe3ff1286d81260bed830212ded60849,elec,0.15
ccc98c38a65cd78016831d98d90f2344e9c89dec28e362b71ce7a25ae5071329,gas,0.05
f88125815dadd857823b563986ac523624bc8372bc47c3395ac1fb24ffe5a45b,elec,0.15
f9be1f0e0ef1991e9cfd898620e89ae654a95a02a6e97c3e52b5a97f8ff97cde,elec,0.15
584f3b024c0a742b41a47c1053be98eacf085c08918e602bee840900b3ca5817,elec,0.15
cced2245ee49bb8e9dbc48c12e5d11927dae0fbe17de863e44f8137805d0b555,elec,0.15
cced2245ee49bb8e9dbc48c12e5d11927dae0fbe17de863e44f8137805d0b555,french_elec,0.01
e8c78021fd44163c3195731bed36ae9762ee4df2f1c16f264630bc1a12ebecde,elec,0.15
f43cc69fc6b59fc5d7f82c2f493f0b6bd3927106b44edcb78d714c0084e807ad,elec,0.15
0d06c27b4ea4be618a278b70340ec1d97f3129ab9ef874e569bc7a795952e78d,gas,0.05
0d06c27b4ea4be618a278b70340ec1d97f3129ab9ef874e569bc7a795952e78d,elec,0.15
e8bc098577f6f7375798e1ec7fa8b4194539ff6e4827c9dd766e15123d14e58f,elec,0.15
7ea01c3ac350849ec7cf0154c299441a683f1f61ade02cae8ccc74d74e67f664,gas,0.05
7ea01c3ac350849ec7cf0154c299441a683f1f61ade02cae8ccc74d74e67f664,elec,0.15
362434cf8ba397a183f61d09bce3524b8bee49159f7dbcaf02a21c59db3f9544,gas,0.05
1ae94514652c0031b786fa8c607471902b39cb3c505e603bd59925fe73c4fbb1,elec,0.15
ffa7752ce8efe6f8374f4fc0d215431ab581021737989bed115159a894f19399,gas,0.05
ffa7752ce8efe6f8374f4fc0d215431ab581021737989bed115159a894f19399,elec,0.15
335d65ae606b1347eea6ca7a3c94026d3f5a90e0a765c0c6872eaedbc35105e1,elec,0.15
b3362773d08f76744605cf34258210d1bfcaf136bc0ca2496dcd098e7d6deea4,elec,0.15
329518491d273d36f1f31ee1d39d383fa11f46e82b0017a1bcccdd413f6d6a50,elec,0.15
382eb961ee1b692e2d4744e0b2176f37c9adeb8cac8bc94e4656e5f56ceac432,elec,0.15
65d4966676549df0a0113c46393ee9d51dd14d333254048145f7a8ea302bd505,elec,0.15
5c52eb0fa0a2002429970145042dfd372de74425975283cf26b98e18645bc361,elec,0.15
5c52eb0fa0a2002429970145042dfd372de74425975283cf26b98e18645bc361,french_elec,0.01
6d768e91f882e786b2581d74ce0fd134eaa91f35900db6168696ee3bdd0761fa,elec,0.15
df80a92c05d6c779189448c43da7f30f629eac36900eec287d0e85a915f31c70,gas,0.05
5897fe131e08cdba53e7907ffe457d8d46d57bb7997c920b009fa93d12ae5c35,gas,0.05
5897fe131e08cdba53e7907ffe457d8d46d57bb7997c920b009fa93d12ae5c35,elec,0.15
50ad3b7e640aae93a5129678092b176d68caeb63f0a9fc25913740f5cd5a3d61,gas,0.05
50ad3b7e640aae93a5129678092b176d68caeb63f0a9fc25913740f5cd5a3d61,elec,0.15
82c9b0de683e314274e5c7d66ab4fcffbb75d667589e9f08c6576af40ff849b8,elec,0.15
82c9b0de683e314274e5c7d66ab4fcffbb75d667589e9f08c6576af40ff849b8,french_elec,0.01
b4fdf4c46adc2e66cd1cc8f0da8e504474e418296e5b650bb7ed111faef6ff40,elec,0.15
dfa8e9e0540e2e9405b670f3fb37f0efe3203d8250a6df495edea11002f8d9a1,elec,0.15
90906b3e85b092ec10591a30d46e3c4e3cfd98534945d911a806cba0da2b6b52,elec,0.15
04a1fc251a1f75e72599593e83017f11168a9d8ca1d4932ddfebf56d733cd580,elec,0.15
76b45b9ad1163ecf3a4b3274c39ba8a9ed231f870d91736070c759c21a1cb9ba,gas,0.05
76b45b9ad1163ecf3a4b3274c39ba8a9ed231f870d91736070c759c21a1cb9ba,elec,0.15
745a6688ab31e9b9bb2e580941b81e4f8a6ca9290064f1289b75228f8ff866bf,elec,0.15
924ee9ac65c60b8109dc84d9c6a9fc7cef566efb5a54d26c631931ffab5a05c6,elec,0.15
64c75b2fdeb7b735e2a3e50325ca4ad08314d3a145e906127b936fac789d8b5c,elec,0.15
8240eb2ff9abb4d64899858ba525f0d67160f70ffaebd4ff85100557882ef8f0,gas,0.05
8240eb2ff9abb4d64899858ba525f0d67160f70ffaebd4ff85100557882ef8f0,elec,0.15
a04b897fc651689b91a1218a6d5eae1eeb97dbca98def612072ee40176647c56,elec,0.15
e15c0deb2b99d1661c3cb19419ebe2378141bb1dfe9a7818405b9bec2f216216,elec,0.15
e15c0deb2b99d1661c3cb19419ebe2378141bb1dfe9a7818405b9bec2f216216,french_elec,0.01
95ffbaf98336c50cd7fa395bf29c47d134355ba15af6e3e36d1d9b74d996ff32,gas,0.05
4004f6a9ba413e3cab891329eb3404c96313b8301c5bd6acc67c66ac05166810,gas,0.05
4004f6a9ba413e3cab891329eb3404c96313b8301c5bd6acc67c66ac05166810,elec,0.15
5bbe924a842bd9e0142c7b696a68e30461cda3d9cb654165651ae1f8fdc52087,gas,0.05
5bbe924a842bd9e0142c7b696a68e30461cda3d9cb654165651ae1f8fdc52087,elec,0.15
4b6418c3197b01c9cf6f9e7167cde1f4d76fd6a229b9d7be458d61513eef8c50,gas,0.05
4b6418c3197b01c9cf6f9e7167cde1f4d76fd6a229b9d7be458d61513eef8c50,elec,0.15
4b6418c3197b01c9cf6f9e7167cde1f4d76fd6a229b9d7be458d61513eef8c50,french_elec,0.01
200bd40d9b90e8e993e82db4401dcbe9eacab70d202d940c2a9fe6bfa3b4d193,elec,0.15
40f587836e20067d57bf5ea18e49b5341e2f8d961b6b256196fe9f389200b1e2,elec,0.15
40f587836e20067d57bf5ea18e49b5341e2f8d961b6b256196fe9f389200b1e2,french_elec,0.01
0d2785cadbc89b5b899bfc6ae9f0e2e0da10ec6a9ae7241bec3aedb837ae5add,elec,0.15
014a28ebe6064e36daea29a47564923b5222993af359b19b840f8355e00412f3,elec,0.15
f81966cea817a249b615f1594ad033ed51b7e268a5094e4ab699bf98276a4873,elec,0.15
f81966cea817a249b615f1594ad033ed51b7e268a5094e4ab699bf98276a4873,french_elec,0.01
01bcd8c9c68ffa73c6a873a088324a828de2d52248455a4182d7c004b6ba3735,elec,0.15
06a842c49f0cf19787f7df66d622e152d6a68ad9c43d9222b0fc3d21ca2ed343,elec,0.15
d480104a018dfe2b046b702553c03b5c899c90dd7c5d2ebf7441ca6cd97d2ce8,elec,0.15
d480104a018dfe2b046b702553c03b5c899c90dd7c5d2ebf7441ca6cd97d2ce8,french_elec,0.01
4b304703b7b233f133c1cf2495453032c0b44854f873cdb408cf26dd848312e9,gas,0.05
4b304703b7b233f133c1cf2495453032c0b44854f873cdb408cf26dd848312e9,elec,0.15
4b304703b7b233f133c1cf2495453032c0b44854f873cdb408cf26dd848312e9,biomethane,0.02
e9429216f927db22b877c827d7f80035d71d2f4dfdd85fab7080a135f31f9a7d,elec,0.15
9c595b58bfb0f8f1b2d704e2d6d72bca5b80546b9e5e066cbe6f99357b1ff28a,elec,0.15
55dd744c1573f05b3adf82fe9b2f0ae18bda289989ddd3c988c094d2f944eb0a,elec,0.15
55dd744c1573f05b3adf82fe9b2f0ae18bda289989ddd3c988c094d2f944eb0a,french_elec,0.01
3faca840080901a851c84b9c0b30c8ae7c899aba37596a04ee6b8bd2fb66fb98,gas,0.05
3faca840080901a851c84b9c0b30c8ae7c899aba37596a04ee6b8bd2fb66fb98,elec,0.15
4648c6a480278aa36bd0cdf8603011c7297c1f21168ea7eb905051110f147587,elec,0.15
4648c6a480278aa36bd0cdf8603011c7297c1f21168ea7eb905051110f147587,french_elec,0.01
f1b7306dc237c2251bf2b9170321e1b204ab5830faa13df753c4c4b1b9ca8e18,gas,0.05
f1b7306dc237c2251bf2b9170321e1b204ab5830faa13df753c4c4b1b9ca8e18,elec,0.15
f1b7306dc237c2251bf2b9170321e1b204ab5830faa13df753c4c4b1b9ca8e18,biomethane,0.02
534f0e01d82baf3df33660d510ffb69964876d1cec699bdf1192feb98a5305ae,elec,0.15
ee5e84494b0affda7553f0ce27da6f324b0315fe978a7fb98c1b5bf245bbe78c,gas,0.05
4fc5eaa3f2a5671e807a07c9e3c50dbfbb350d6bb59dda452a75655be0746c6e,gas,0.05
4fc5eaa3f2a5671e807a07c9e3c50dbfbb350d6bb59dda452a75655be0746c6e,elec,0.15
225ae36835457e15a644b57000427817bbd71917f4972afbc3fc2eb5d8464f23,elec,0.15
b1a4374a12d99aaa9370c1e41d2e271432a44dbc6a10519dfe6ba9795cab2e2d,elec,0.15
b1a4374a12d99aaa9370c1e41d2e271432a44dbc6a10519dfe6ba9795cab2e2d,french_elec,0.01
52d7083b929952b28cff6d09ed7908dcfe1e41138252cfca97e124fa8f50911e,gas,0.05
52d7083b929952b28cff6d09ed7908dcfe1e41138252cfca97e124fa8f50911e,elec,0.15
a68f724e4417a109e623e694b36d5f6436c66061b5498abe87707d8997528ec9,elec,0.15
5f56414a3fead9736dcf33ff6d3efaf67fc6682a3a81fb00a976223ec379971c,gas,0.05
5f56414a3fead9736dcf33ff6d3efaf67fc6682a3a81fb00a976223ec379971c,elec,0.15
112ad9e4781baf93bfb6a9d466b6fda2f8405152cf3db7fe26a5cf6ec938b242,gas,0.05
112ad9e4781baf93bfb6a9d466b6fda2f8405152cf3db7fe26a5cf6ec938b242,elec,0.15
36291c411105367e60c11f4ce782ad3a80dc851b614d4cf8b8261b2d63d016f1,elec,0.15
a726b2dc3d42ff652c4622eab12c57318ae31bbb842bac6e4b4615d24b423f69,elec,0.15
3e3506a7770d34f117e34c1446bacfad9deed60fc85ebcc8c0b59aad62536640,elec,0.15
3e3506a7770d34f117e34c1446bacfad9deed60fc85ebcc8c0b59aad62536640,french_elec,0.01
c06d38a399f8b021e3df4912d5013f8c844b3835832a5e75cff773733cdd81e1,elec,0.15
dc7b840e25c008a9f1ef5ad6a92844df8507b9dd0a5e8734099ae58b71982782,elec,0.15
237a8151425212b3de96f5e8dbbcddd4490b86eba70beed77dc4c738b64152bf,elec,0.15
2ace4ebf49e838d50c95036669d5c818f116d2c3386e36564fc198f2ae9ef97b,elec,0.15
4200c25c2c205db25598772f1fe1e03521915185245beaabf6758a2f8bd44ad8,gas,0.05
2567d796773ac352293b63151c5e220ec2fc4e9b38d74aab105c62a30ee5c75a,elec,0.15
6e039deaeeb11aee32f481af70b9b531b658c06ef6da45ab148c8cb1ae4921c9,elec,0.15
e87c17361c49cb0f41695390307d08fd2f033eacc07170f6023518b3089de37d,elec,0.15
1fc8d1562d40fbbf9f5e44ae25d1633b1e286d10666bf769f4a7b68d7bb4a7d0,gas,0.05
1fc8d1562d40fbbf9f5e44ae25d1633b1e286d10666bf769f4a7b68d7bb4a7d0,elec,0.15
00b187ba086cf6cc26b047f1d5631e9bd9e5bba7756c7f5fbdb3577d94a242d6,elec,0.15
393c7d0ff3dcff637e5ae37385eeb3e12e86196082b159420688c9b9c4e47fa0,elec,0.15
412140342b50a94c8828701052b70a494554f8407f7809ad4299eb8c30e4980f,elec,0.15
bc55629195c897e2bb857b118a4b516c50023fc16e777629ec800ec8818aaa96,elec,0.15
dab4855a7fb0082657b4631f60e9ca3ce4c3808b1c2b8f8a0a9f7a95aeb12a5f,elec,0.15
dab4855a7fb0082657b4631f60e9ca3ce4c3808b1c2b8f8a0a9f7a95aeb12a5f,french_elec,0.01
f29728d56b7fc3e47c6dda48b3339ab042725e1b71707df67364f6dcbd2f8456,gas,0.05
f29728d56b7fc3e47c6dda48b3339ab042725e1b71707df67364f6dcbd2f8456,elec,0.15
f29728d56b7fc3e47c6dda48b3339ab042725e1b71707df67364f6dcbd2f8456,biomethane,0.02
f29728d56b7fc3e47c6dda48b3339ab042725e1b71707df67364f6dcbd2f8456,french_elec,0.01
05a2f70eb70ef5bcf15ce458064def2e5fa55a597f9c880b14965cc36e7f7c73,elec,0.15
05a2f70eb70ef5bcf15ce458064def2e5fa55a597f9c880b14965cc36e7f7c73,french_elec,0.01
ff1ecbddf7d1273323e444bd532678fc8416a416b74e4d59c8406611f72c4234,elec,0.15
ff1ecbddf7d1273323e444bd532678fc8416a416b74e4d59c8406611f72c4234,french_elec,0.01
59f50ce675dbf09f363b56fba0838c101c1f96be1053c3694231be50a234b221,elec,0.15
ec3c9d41d4b568981341f52f4ec3b1911b2f4c46144d09646a9d36d427cdb8a2,elec,0.15
7d3bdda20e54de2450d39acea5c955ff4c2c4f9fd2d0abdc79c4866e7f35a54d,elec,0.15
a82353e4d5b07f3de9eef1fdfce4c13d45c7a8f6f1b0bc8b3d3875d56b47b272,gas,0.05
a82353e4d5b07f3de9eef1fdfce4c13d45c7a8f6f1b0bc8b3d3875d56b47b272,elec,0.15
a82353e4d5b07f3de9eef1fdfce4c13d45c7a8f6f1b0bc8b3d3875d56b47b272,french_elec,0.01
b1e0827807e51b153a73e34df867beb8f11b60a9a0b94a32cbd786631e701ea5,elec,0.15
9c229924ee96018d159bf127c5e911c1ba07542d5a9d0ef37eba6319b1b51c70,elec,0.15
9c229924ee96018d159bf127c5e911c1ba07542d5a9d0ef37eba6319b1b51c70,french_elec,0.01
34376538bed5bacbc41a923e839bc886ebd2123c3a595554e136caf48417b038,elec,0.15
c1fd5decaf075990021b249dd6f997c2feb4d00268d996c03c8751e88073d9da,gas,0.05
1bd62d67e15237c30a4d66783a8b45d1fbcce65c54652d1c7a5ec63137d278a6,elec,0.15
1bd62d67e15237c30a4d66783a8b45d1fbcce65c54652d1c7a5ec63137d278a6,french_elec,0.01
a77cb7eedadccb393dac75c7e13a36c47d19b316ad0ba877480274e316f69a4f,elec,0.15
2ccac8a28d3eaa1022b9a8b113243b42786ed6a57810d11c9985858cae5d47bd,elec,0.15
16db5773388afe97bbf5ccbf888227ffb557cc243cd94fe3d7cc65d053e645f1,elec,0.15
cabf1e64c489fc54dd8d705006c569a3c36584c37235eb33289ddb364339c479,elec,0.15
e99f6dc9a43b652c57762f21662d8779462bcde910da4cb3c2826394016e8a86,elec,0.15
2f749621243260e2117d6b2a71dcec131f50ae7cad1c28cf1ceea6b94a94eff9,elec,0.15
2f749621243260e2117d6b2a71dcec131f50ae7cad1c28cf1ceea6b94a94eff9,french_elec,0.01
88e4343d008f5574be02861de89d91520f4f00da5ec48b08a5d39b06180bce74,elec,0.15
0c2cd9235c698a18a993e24b7c128c537a2b884fd142a07ac3918042be64836b,elec,0.15
203d04b49c673fa4689853a5e630d458b73f37c8515a6c4f8ae39d6826716ef1,gas,0.05
203d04b49c673fa4689853a5e630d458b73f37c8515a6c4f8ae39d6826716ef1,elec,0.15
1544c700504514293b60da0717f6a07872d7f67acafe45bf162d70f3ef4d076d,elec,0.15
3a9ee80dfbb2ca485c68405c8a7e7fcdbc844f43b5f19eeaac6033fa6b955e9e,gas,0.05
3a9ee80dfbb2ca485c68405c8a7e7fcdbc844f43b5f19eeaac6033fa6b955e9e,elec,0.15
9fc2615d1f4031dc228d1cd48d9b0abc218d21f62f5e37a83321a5f94968fa78,gas,0.05
7001f90389b3ef6fdfd4928a6b4b5b6b20d7af9a4ae5df0d78f79ea10b2f9b07,elec,0.15
f1c4e28a344ebab0293af87a0511ceb858349dc83a911510bba113d8d7e4f7ac,elec,0.15
6d59355b7c09a6f04e9f5a83ee04362b74231a5c7f59ce1428b3ff725b285b4b,elec,0.15
cbadb39fe275e689b4eec809176d1100a895c8864f4f2a37d792225eddcb3895,elec,0.15
c7b81d807370e159fd653dfecbf9414fcb5c9fc10f340c10a70ab136508d17a5,gas,0.05
c7b81d807370e159fd653dfecbf9414fcb5c9fc10f340c10a70ab136508d17a5,elec,0.15
8cc9cced982ff69ec312a0be89c94ca6a5e7f3c4b823dcde079cc20357b2c092,gas,0.05
8cc9cced982ff69ec312a0be89c94ca6a5e7f3c4b823dcde079cc20357b2c092,elec,0.15
8cc9cced982ff69ec312a0be89c94ca6a5e7f3c4b823dcde079cc20357b2c092,french_elec,0.01
58c652d8e47648fd70b0db4588830915ac2c467d088ff0fb89378262f5ba894b,gas,0.05
58c652d8e47648fd70b0db4588830915ac2c467d088ff0fb89378262f5ba894b,biomethane,0.02
64f1d709a2ea49b2162ae855f500493284085c6a9b7733a3825e3e2f9245a299,gas,0.05
64f1d709a2ea49b2162ae855f500493284085c6a9b7733a3825e3e2f9245a299,elec,0.15
d62b2a738137b5c2d7e6ff7785b1a349df402440a7587ff0cb313f87c55970f9,elec,0.15
d7a704235a6eb4d3ae18330a3d24cfe270c25e160e088db3411ca99b87665a5b,elec,0.15
d7a704235a6eb4d3ae18330a3d24cfe270c25e160e088db3411ca99b87665a5b,french_elec,0.01
289cc9bcfbffdb3108377ae42cd8d1383c3021be6ed48d2620f196eae5817c18,gas,0.05
289cc9bcfbffdb3108377ae42cd8d1383c3021be6ed48d2620f196eae5817c18,elec,0.15
688e0dbc7663cd63249cb24d2e368561d1baa9d9ae86851d1bd1d61578bd6f18,elec,0.15
93d420db813a7923c93205520d721788c01aa33ec784fc221786fd9b8ca5b96b,gas,0.05
93d420db813a7923c93205520d721788c01aa33ec784fc221786fd9b8ca5b96b,elec,0.15
93d420db813a7923c93205520d721788c01aa33ec784fc221786fd9b8ca5b96b,french_elec,0.01
4135c867ae2c5d3f297f8e1c869e7531da4dfd90532f63c85c705d176557167d,elec,0.15
0c9100811bc4938373af824b81b27539a3e927059263c377f113f3d117d78a3a,gas,0.05
0c9100811bc4938373af824b81b27539a3e927059263c377f113f3d117d78a3a,elec,0.15
4aa595c5279a07232e55d50ce0d5677d79b2bd1ac41cd510cb406d59905cde47,gas,0.05
038e2e7f330d7e9e63857750c3d962a641a8fc8bd1a078dc2bba223d5d34849b,elec,0.15
5bad26237bfd175a88f4fd615084aa1dca8d3033033e36ac26db7101b91e1eb6,elec,0.15
6c824511a1bbef92d0254940adf26bcd61d90cf49628b94d3be74de4c838a786,elec,0.15
6c824511a1bbef92d0254940adf26bcd61d90cf49628b94d3be74de4c838a786,french_elec,0.01
982b299d35ced942ac870a1a4da4f7bd4c2f9d55020a4876e70a783b529c5517,elec,0.15
45b86df1e036e46a0519d4fcb4ec7fc501128b553b53e38cc74c15e38a870ee6,gas,0.05
cfb3379a59db338512f0243f69928777fa289618561203a7ee38f8d7b54a7056,elec,0.15
e3389ab494e7abaa40d35e19f148c117e4f453c6c66fe6480cd7c5fdf08d3da6,elec,0.15
0f2aa3346a4d96c06c77fc36f33a9a10eed4cf09c74a200fbc2dfd328a540cff,gas,0.05
64348c19bdcf683f69b34e36d5de5ab0176dd5391d06c68e156f02c1f6b66704,elec,0.15
0287c1b9dc561e14125c1708de03c1806658df6e81f871c09e871399ce9d9115,elec,0.15
0344ccfac484082dd0be0a3250d62ab6654158aaef429cf9c6e500bb5da6d953,elec,0.15
ba8371e1de5727beb7374a9a527d6e21a07755236314cee55a26120d9d5c506f,elec,0.15
4144819e1f565f75a908c5e32653bba0524fb50d05123c0c6a8f3b2f1d1b0fff,gas,0.05
4144819e1f565f75a908c5e32653bba0524fb50d05123c0c6a8f3b2f1d1b0fff,elec,0.15
51baf0ab318ad13757992122dd4bdb3a662277e59b206261fb7badd87edaaac0,gas,0.05
51baf0ab318ad13757992122dd4bdb3a662277e59b206261fb7badd87edaaac0,elec,0.15
e9c32b187a5170cf04dcc1ff54e2260ecae2ebbc4d72fb941d52f38cd453f445,gas,0.05
e9c32b187a5170cf04dcc1ff54e2260ecae2ebbc4d72fb941d52f38cd453f445,elec,0.15
