user_id,version,1 - arrivée souscription,2 - estimateur,3 - devis & info persos,4 - services & options,5 - PCE / PDL,6 - Facturation & paiement,7 - Récap,8 - Fini !,phonenumber,has_elec,has_gas,elec_annual_consumption,gas_annual_consumption
108,B,True,True,True,True,True,True,True,True,04 84 34 86 03,True,False,4502.0,
109,A,True,False,False,False,False,False,False,False,,False,False,,
110,A,True,True,False,False,False,False,False,False,,False,False,,
111,B,True,False,False,False,False,False,False,False,,False,False,,
112,A,True,True,True,True,True,False,False,False,+33 6 97 96 67 73,True,False,4765.0,
113,A,True,True,True,False,False,False,False,False,,False,False,,
114,B,True,True,False,False,False,False,False,False,,False,False,,
115,B,True,True,False,False,False,False,False,False,,False,False,,
116,B,True,True,True,True,False,False,False,False,+33 1 07 37 16 63,True,False,3377.0,
117,B,True,True,True,True,True,True,True,True,+33 6 26 48 60 64,True,False,3661.0,
118,B,True,True,True,True,False,False,False,False,+33 4 60 45 38 21,True,True,1759.0,3044.0
119,A,True,False,False,False,False,False,False,False,,False,False,,
120,A,True,True,False,False,False,False,False,False,,False,False,,
121,A,True,True,True,True,False,False,False,False,+33 1 01 95 74 34,True,False,3714.0,
122,B,True,True,True,True,False,False,False,False,+33 2 95 24 20 69,True,False,3379.0,
123,A,True,True,True,False,False,False,False,False,,False,False,,
124,A,True,True,True,True,False,False,False,False,01 26 07 80 21,True,False,3234.0,
125,A,True,False,False,False,False,False,False,False,,False,False,,
126,A,True,True,False,False,False,False,False,False,,False,False,,
127,B,True,True,True,True,True,True,False,False,04 47 36 48 50,True,True,1501.0,3038.0
128,A,True,True,True,True,True,False,False,False,04 00 32 06 04,True,False,3944.0,
129,A,True,True,True,True,True,False,False,False,06 46 26 33 61,True,False,4861.0,
130,A,True,False,False,False,False,False,False,False,,False,False,,
131,A,True,True,True,True,True,True,True,True,+33 1 92 93 00 21,False,True,,3957.0
132,B,True,False,False,False,False,False,False,False,,False,False,,
133,B,True,True,True,True,False,False,False,False,+33 1 77 21 80 11,True,True,1078.0,3149.0
134,B,True,True,True,True,True,True,True,True,06 19 64 14 21,True,True,1948.0,3956.0
135,A,True,True,False,False,False,False,False,False,,False,False,,
136,A,True,True,True,True,True,False,False,False,06 23 64 93 90,True,True,1436.0,3080.0
137,A,True,True,True,True,True,False,False,False,+33 2 35 49 67 54,True,False,4214.0,
138,B,True,True,True,False,False,False,False,False,,False,False,,
139,B,True,True,True,True,True,True,False,False,04 47 81 12 46,True,False,3643.0,
140,A,True,True,True,True,True,True,True,True,+33 3 01 36 73 53,True,False,4153.0,
141,A,True,True,True,False,False,False,False,False,,False,False,,
142,A,True,True,False,False,False,False,False,False,,False,False,,
143,A,True,False,False,False,False,False,False,False,,False,False,,
144,A,True,True,True,False,False,False,False,False,,False,False,,
145,A,True,True,True,True,True,True,True,True,+33 6 20 56 03 28,True,False,3543.0,
146,B,True,True,True,False,False,False,False,False,,False,False,,
147,A,True,True,True,True,True,True,True,True,02 63 81 95 39,True,False,3091.0,
148,A,True,True,True,True,True,True,True,True,02 01 63 11 18,True,False,4801.0,
149,A,True,True,False,False,False,False,False,False,,False,False,,
150,B,True,True,True,True,True,True,True,True,+33 6 45 43 59 35,True,False,4407.0,
151,B,True,True,True,True,True,True,True,True,+33 6 02 76 43 69,True,False,3855.0,
152,A,True,True,True,False,False,False,False,False,,False,False,,
153,B,True,False,False,False,False,False,False,False,,False,False,,
154,B,True,True,True,True,True,False,False,False,02 23 59 02 98,True,True,1526.0,3465.0
155,A,True,False,False,False,False,False,False,False,,False,False,,
156,A,True,True,True,True,True,False,False,False,06 79 69 78 82,True,False,3995.0,
157,A,True,True,False,False,False,False,False,False,,False,False,,
158,A,True,True,True,False,False,False,False,False,,False,False,,
159,B,True,True,True,True,True,False,False,False,+33 3 27 25 60 94,True,False,4782.0,
160,B,True,True,True,True,True,False,False,False,+33 2 79 36 93 62,True,False,3001.0,
161,B,True,True,True,True,True,True,True,True,+33 1 17 11 94 03,True,True,1838.0,3520.0
162,A,True,True,True,False,False,False,False,False,,False,False,,
163,B,True,True,True,True,True,False,False,False,+33 7 05 77 16 31,True,False,3895.0,
164,A,True,True,False,False,False,False,False,False,,False,False,,
165,B,True,True,True,True,True,False,False,False,01 34 43 21 26,True,True,1903.0,3426.0
166,B,True,True,True,True,True,False,False,False,04 12 57 48 42,True,False,4776.0,
167,A,True,True,True,True,False,False,False,False,07 36 88 72 90,False,True,,3243.0
168,A,True,True,True,True,True,True,True,True,03 14 20 19 93,True,True,1025.0,3359.0
169,A,True,False,False,False,False,False,False,False,,False,False,,
170,B,True,True,True,True,True,True,True,True,01 10 31 11 12,True,False,3658.0,
171,B,True,True,True,True,True,True,True,True,+33 7 86 05 30 82,True,False,4462.0,
172,A,True,True,False,False,False,False,False,False,,False,False,,
173,A,True,True,False,False,False,False,False,False,,False,False,,
174,A,True,True,True,True,False,False,False,False,03 60 48 36 33,True,True,1824.0,3280.0
175,A,True,True,True,True,False,False,False,False,+33 7 83 68 78 36,True,False,3848.0,
176,A,True,True,True,True,False,False,False,False,+33 2 95 96 47 12,True,True,1454.0,3860.0
177,B,True,True,False,False,False,False,False,False,,False,False,,
178,B,True,True,True,True,True,True,True,True,01 17 13 35 15,True,True,1348.0,3241.0
179,B,True,True,True,True,True,True,False,False,02 95 23 46 02,True,False,4981.0,
180,A,True,True,True,True,True,False,False,False,01 51 93 72 79,True,False,3151.0,
181,B,True,True,True,True,True,True,True,True,+33 1 41 11 11 72,True,False,3000.0,
182,B,True,True,True,True,True,True,True,True,+33 4 06 37 10 81,True,False,3605.0,
183,B,True,True,False,False,False,False,False,False,,False,False,,
184,B,True,True,True,True,True,True,True,True,+33 7 89 88 31 38,True,False,3578.0,
185,A,True,True,True,True,True,True,True,True,+33 1 46 61 09 96,True,False,3713.0,
186,B,True,False,False,False,False,False,False,False,,False,False,,
187,B,True,True,True,True,True,True,True,True,+33 7 57 02 37 57,True,False,4840.0,
188,A,True,True,True,True,True,False,False,False,+33 3 43 17 43 17,False,True,,3744.0
189,A,True,True,False,False,False,False,False,False,,False,False,,
190,B,True,True,False,False,False,False,False,False,,False,False,,
191,A,True,True,False,False,False,False,False,False,,False,False,,
192,A,True,True,False,False,False,False,False,False,,False,False,,
193,B,True,True,True,True,False,False,False,False,+33 7 71 99 67 35,True,False,4167.0,
194,B,True,True,True,True,True,True,True,True,02 21 07 52 74,True,False,3767.0,
195,B,True,True,True,True,True,True,True,True,+33 7 87 25 07 76,True,False,3535.0,
196,B,True,True,True,True,True,True,True,True,+33 2 41 25 26 23,True,True,1527.0,3253.0
197,B,True,True,True,True,True,True,True,True,+33 3 37 31 65 96,True,False,4185.0,
198,A,True,True,False,False,False,False,False,False,,False,False,,
199,B,True,True,False,False,False,False,False,False,,False,False,,
200,A,True,True,False,False,False,False,False,False,,False,False,,
201,A,True,True,True,True,True,True,True,True,03 70 08 33 19,True,False,4041.0,
202,A,True,True,True,True,True,True,True,True,02 97 60 21 22,True,False,4554.0,
203,A,True,True,True,True,True,False,False,False,+33 3 17 73 99 86,True,False,3046.0,
204,A,True,True,True,True,True,True,True,True,+33 1 54 18 09 91,True,False,4858.0,
205,A,True,True,True,True,True,False,False,False,+33 7 18 53 16 89,True,True,1011.0,3156.0
206,A,True,False,False,False,False,False,False,False,,False,False,,
207,B,True,True,False,False,False,False,False,False,,False,False,,
208,B,True,True,True,True,True,True,True,True,+33 3 06 09 37 45,True,False,4765.0,
209,A,True,True,True,True,True,True,True,True,+33 4 48 77 44 38,True,False,4844.0,
210,B,True,True,True,True,False,False,False,False,+33 6 86 45 36 55,True,False,4106.0,
211,B,True,True,True,True,True,True,False,False,+33 3 75 22 90 44,True,False,4644.0,
212,B,True,True,True,True,True,True,True,True,+33 6 95 70 76 97,True,False,3842.0,
213,A,True,True,False,False,False,False,False,False,,False,False,,
214,B,True,False,False,False,False,False,False,False,,False,False,,
215,A,True,True,True,True,True,False,False,False,+33 4 53 03 36 37,True,True,1483.0,3040.0
216,B,True,True,True,True,True,False,False,False,+33 7 82 77 78 77,True,False,4355.0,
217,B,True,True,True,True,True,True,True,True,07 15 06 81 16,True,False,3731.0,
218,B,True,True,True,False,False,False,False,False,,False,False,,
219,A,True,True,True,False,False,False,False,False,,False,False,,
220,A,True,True,True,True,True,True,True,True,06 97 24 75 27,True,False,3652.0,
221,B,True,True,True,True,True,False,False,False,06 64 75 25 63,False,True,,3386.0
222,B,True,True,False,False,False,False,False,False,,False,False,,
223,A,True,True,True,True,True,True,True,True,+33 1 90 42 08 78,True,False,3646.0,
224,A,True,False,False,False,False,False,False,False,,False,False,,
225,B,True,True,True,True,True,True,False,False,01 28 79 30 07,True,False,3578.0,
226,A,True,True,True,True,False,False,False,False,02 69 90 40 21,True,False,4687.0,
227,B,True,False,False,False,False,False,False,False,,False,False,,
228,A,True,True,False,False,False,False,False,False,,False,False,,
229,A,True,True,True,True,False,False,False,False,+33 4 68 30 33 11,True,False,4323.0,
230,B,True,True,True,True,True,True,True,True,03 18 65 76 23,True,False,4979.0,
231,A,True,True,True,True,False,False,False,False,02 56 26 30 28,True,False,3296.0,
232,B,True,True,True,True,True,True,True,True,02 44 42 99 25,True,False,4933.0,
233,B,True,True,True,True,False,False,False,False,01 84 82 20 83,True,False,3307.0,
234,A,True,True,True,True,True,True,True,True,06 57 81 29 67,True,False,4215.0,
235,B,True,True,True,True,True,False,False,False,04 04 44 80 30,True,True,1645.0,3749.0
236,A,True,True,False,False,False,False,False,False,,False,False,,
237,A,True,True,True,True,True,True,True,True,01 37 29 61 14,True,False,3945.0,
238,B,True,True,True,True,True,True,True,True,07 50 21 07 92,True,True,1285.0,3574.0
239,A,True,True,False,False,False,False,False,False,,False,False,,
240,A,True,True,True,False,False,False,False,False,,False,False,,
241,A,True,True,True,True,True,True,True,True,01 93 28 40 11,False,True,,3157.0
242,A,True,True,True,True,True,True,True,True,+33 7 75 71 21 65,True,False,4561.0,
243,B,True,True,True,True,True,True,True,True,06 45 60 98 92,True,False,4736.0,
244,A,True,True,False,False,False,False,False,False,,False,False,,
245,A,True,True,True,True,False,False,False,False,+33 6 56 08 64 87,True,False,4320.0,
246,B,True,False,False,False,False,False,False,False,,False,False,,
247,A,True,True,True,True,True,True,True,True,+33 6 66 16 45 39,True,False,4361.0,
248,B,True,True,True,True,True,True,True,False,01 02 07 78 43,True,True,1924.0,3879.0
249,A,True,True,True,True,True,False,False,False,+33 7 75 22 27 07,True,True,1176.0,3643.0
250,A,True,True,True,True,True,True,True,True,+33 7 25 97 72 27,False,True,,3611.0
251,B,True,True,True,True,True,True,True,True,02 96 92 12 44,True,True,1360.0,3531.0
252,B,True,True,True,True,True,True,True,False,+33 4 00 03 46 56,True,False,4112.0,
253,A,True,False,False,False,False,False,False,False,,False,False,,
254,B,True,True,True,False,False,False,False,False,,False,False,,
255,A,True,True,False,False,False,False,False,False,,False,False,,
256,B,True,False,False,False,False,False,False,False,,False,False,,
257,B,True,True,False,False,False,False,False,False,,False,False,,
258,B,True,True,True,True,True,True,True,True,+33 7 12 86 18 39,True,False,3427.0,
259,B,True,True,True,True,True,False,False,False,+33 4 04 05 37 51,True,True,1732.0,3100.0
260,B,True,True,True,True,True,False,False,False,+33 7 93 65 23 26,True,False,4551.0,
261,A,True,True,True,True,True,True,True,True,03 45 78 22 61,True,True,1449.0,3687.0
262,A,True,True,True,True,True,True,True,True,06 44 13 84 63,True,False,4770.0,
263,A,True,True,True,True,True,True,True,True,+33 1 64 87 91 67,True,True,1729.0,3523.0
264,B,True,True,True,True,True,False,False,False,+33 7 70 73 06 67,False,True,,3829.0
265,B,True,True,False,False,False,False,False,False,,False,False,,
266,B,True,True,True,False,False,False,False,False,,False,False,,
267,A,True,True,True,True,False,False,False,False,03 83 74 33 19,True,False,3989.0,
268,B,True,True,False,False,False,False,False,False,,False,False,,
269,A,True,True,False,False,False,False,False,False,,False,False,,
270,A,True,True,True,False,False,False,False,False,,False,False,,
271,B,True,True,True,True,True,True,False,False,+33 1 90 93 43 21,True,False,3600.0,
272,B,True,True,True,True,True,True,True,True,01 11 23 37 71,True,False,3725.0,
273,A,True,True,True,True,True,True,True,True,03 38 76 61 89,True,False,4027.0,
274,A,True,True,True,True,True,False,False,False,+33 4 72 47 33 36,False,True,,3948.0
275,A,True,True,True,True,False,False,False,False,+33 3 67 99 30 63,True,False,3112.0,
276,A,True,True,True,True,True,False,False,False,+33 1 42 12 40 73,True,False,3316.0,
277,B,True,True,True,True,True,True,True,True,+33 4 44 41 81 66,False,True,,3517.0
278,B,True,False,False,False,False,False,False,False,,False,False,,
279,B,True,True,True,True,True,True,True,True,01 50 54 48 78,True,False,3625.0,
280,B,True,True,True,True,True,False,False,False,06 67 52 68 19,True,False,3617.0,
281,B,True,True,True,True,True,False,False,False,+33 1 02 25 09 35,True,False,3330.0,
282,A,True,True,True,True,True,True,True,True,02 93 23 72 53,True,False,4176.0,
283,B,True,True,True,True,False,False,False,False,02 05 29 24 24,True,True,1112.0,3414.0
284,A,True,True,True,True,True,False,False,False,+33 7 79 28 15 59,True,True,1492.0,3789.0
285,B,True,True,False,False,False,False,False,False,,False,False,,
286,B,True,True,True,True,False,False,False,False,01 85 51 19 84,True,True,1126.0,3928.0
287,B,True,True,True,True,False,False,False,False,+33 7 55 36 35 77,True,True,1783.0,3005.0
288,A,True,True,False,False,False,False,False,False,,False,False,,
289,A,True,True,True,True,False,False,False,False,+33 6 86 25 46 66,True,False,4631.0,
290,A,True,True,True,True,True,True,True,True,+33 1 12 90 91 23,True,True,1405.0,3075.0
291,B,True,True,True,True,True,False,False,False,03 10 60 53 03,True,False,4507.0,
292,B,True,True,True,True,True,True,True,True,06 98 63 43 28,True,False,3779.0,
293,B,True,True,True,True,True,True,True,True,+33 2 21 14 05 64,True,True,1117.0,3479.0
294,B,True,False,False,False,False,False,False,False,,False,False,,
295,A,True,True,True,True,True,True,True,True,+33 2 90 11 71 26,True,True,1537.0,3249.0
296,B,True,True,True,True,True,True,True,True,06 98 36 65 44,True,False,4227.0,
297,A,True,True,True,True,True,True,True,True,01 09 30 24 05,True,False,3485.0,
298,B,True,True,False,False,False,False,False,False,,False,False,,
299,B,True,True,True,True,True,True,True,True,+33 6 73 46 40 95,True,False,3307.0,
300,B,True,True,False,False,False,False,False,False,,False,False,,
301,A,True,True,True,True,True,True,True,True,07 53 83 58 33,True,False,4205.0,
302,B,True,True,True,True,True,True,True,True,+33 1 10 52 05 32,True,True,1140.0,3540.0
303,A,True,True,True,True,True,True,True,True,+33 6 64 28 64 40,True,False,3678.0,
304,A,True,True,True,True,True,False,False,False,03 04 54 45 88,True,False,3110.0,
305,B,True,True,True,True,False,False,False,False,01 30 39 46 64,True,True,1981.0,3590.0
306,B,True,True,True,True,True,True,True,True,+33 6 26 64 66 13,True,True,1627.0,3504.0
307,A,True,False,False,False,False,False,False,False,,False,False,,
308,B,True,True,False,False,False,False,False,False,,False,False,,
309,A,True,True,True,True,True,True,True,True,03 35 98 00 96,True,False,3525.0,
310,A,True,True,True,True,True,True,True,True,03 27 80 48 92,True,True,1887.0,3236.0
311,B,True,True,True,True,True,True,True,True,06 44 70 96 05,True,False,4287.0,
312,B,True,True,False,False,False,False,False,False,,False,False,,
313,A,True,True,True,True,True,False,False,False,+33 6 58 38 46 74,True,True,1778.0,3483.0
314,A,True,True,True,True,False,False,False,False,01 93 44 66 99,True,True,1938.0,3612.0
315,B,True,False,False,False,False,False,False,False,,False,False,,
316,B,True,True,True,True,True,True,True,True,+33 6 79 68 30 26,True,False,4138.0,
317,B,True,False,False,False,False,False,False,False,,False,False,,
318,B,True,True,True,True,True,True,False,False,02 21 56 15 50,True,False,4067.0,
319,A,True,True,True,True,False,False,False,False,03 58 55 54 45,True,False,4720.0,
320,B,True,True,True,True,True,True,True,True,+33 2 05 45 95 86,True,False,3570.0,
321,A,True,True,True,True,True,False,False,False,+33 4 64 65 74 02,True,True,1351.0,3754.0
322,A,True,True,True,True,True,True,True,False,+33 6 60 54 53 06,True,False,3221.0,
323,A,True,True,True,True,True,True,True,True,07 61 53 79 30,True,False,3533.0,
324,A,True,True,True,False,False,False,False,False,,False,False,,
325,B,True,True,True,True,True,False,False,False,+33 6 36 43 67 30,True,True,1997.0,3963.0
326,A,True,True,True,True,True,False,False,False,03 30 74 01 35,False,True,,3249.0
327,B,True,True,False,False,False,False,False,False,,False,False,,
328,B,True,False,False,False,False,False,False,False,,False,False,,
329,A,True,True,False,False,False,False,False,False,,False,False,,
330,A,True,True,True,True,True,False,False,False,+33 2 62 34 62 73,True,False,3494.0,
331,A,True,True,True,True,True,False,False,False,03 57 08 03 94,True,False,3776.0,
332,A,True,True,True,True,True,True,False,False,+33 2 30 14 32 30,True,True,1312.0,3029.0
333,A,True,True,True,True,True,True,True,True,06 67 80 62 69,True,True,1035.0,3097.0
334,B,True,True,True,True,True,True,True,True,02 45 11 44 89,True,True,1905.0,3888.0
335,A,True,True,True,True,True,True,True,False,06 57 49 28 79,True,True,1710.0,3089.0
336,A,True,True,True,True,True,True,True,True,+33 2 61 33 38 21,True,False,3102.0,
337,B,True,False,False,False,False,False,False,False,,False,False,,
338,B,True,True,True,True,True,False,False,False,06 40 24 32 23,True,True,1504.0,3076.0
339,B,True,True,True,True,True,True,True,True,04 73 40 01 27,True,False,4620.0,
340,A,True,True,True,False,False,False,False,False,,False,False,,
341,B,True,True,True,True,True,False,False,False,+33 3 51 48 59 02,True,False,4483.0,
342,B,True,True,True,True,True,True,True,True,01 17 19 63 22,True,True,1583.0,3306.0
343,A,True,True,False,False,False,False,False,False,,False,False,,
344,A,True,True,True,True,False,False,False,False,02 94 35 17 06,True,True,1614.0,3548.0
345,A,True,True,True,True,True,True,True,True,01 95 48 21 12,True,False,4766.0,
346,B,True,True,True,True,True,True,True,True,+33 3 19 14 50 25,True,False,3899.0,
347,B,True,True,True,True,True,True,True,True,+33 3 44 41 10 03,True,False,4441.0,
348,A,True,True,True,True,False,False,False,False,02 92 24 99 15,True,True,1457.0,3401.0
349,B,True,True,True,True,True,True,True,True,+33 1 18 89 58 95,True,False,3889.0,
350,A,True,True,True,True,False,False,False,False,+33 6 52 43 66 85,True,False,4645.0,
351,B,True,True,True,True,True,True,True,True,+33 1 32 91 42 11,True,False,4768.0,
352,A,True,True,True,True,True,True,True,True,+33 4 12 27 17 47,True,False,4884.0,
353,A,True,True,True,True,True,True,True,True,06 32 48 08 60,True,True,1927.0,3330.0
354,A,True,True,False,False,False,False,False,False,,False,False,,
355,B,True,True,True,True,True,True,True,True,04 48 28 35 42,True,False,3670.0,
356,A,True,True,True,True,True,True,True,True,01 71 76 17 77,True,False,3714.0,
357,B,True,True,False,False,False,False,False,False,,False,False,,
358,B,True,True,True,True,True,True,True,True,+33 6 73 26 52 31,True,False,4537.0,
359,B,True,True,True,True,False,False,False,False,+33 2 28 84 55 16,True,True,1477.0,3017.0
360,B,True,True,False,False,False,False,False,False,,False,False,,
361,B,True,True,True,True,True,True,True,True,06 68 55 29 96,True,True,1647.0,3952.0
362,A,True,True,False,False,False,False,False,False,,False,False,,
363,B,True,True,True,True,False,False,False,False,+33 7 97 15 13 65,True,False,3050.0,
364,B,True,True,False,False,False,False,False,False,,False,False,,
365,B,True,True,False,False,False,False,False,False,,False,False,,
366,A,True,True,True,True,True,True,True,True,02 59 80 52 80,True,True,1420.0,3085.0
367,B,True,True,True,False,False,False,False,False,,False,False,,
